word	synsets
спортивный_ADJ::рекорд_NOUN	["107583-N", "109608-N"]
генерация_NOUN::электроэнергия_NOUN	["106495-N", "143559-N"]
коляска_NOUN	["107295-N", "107296-N", "6166-N"]
солнечный_ADJ::зайчик_NOUN	["107241-N", "107573-N", "125223-N"]
авиаторы_NOUN	["168-N", "525-N"]
армянский_ADJ::язык_NOUN	["148133-N", "148134-N"]
рекламный_ADJ::деятельность_NOUN	["106878-N", "107125-N"]
мониторинг_NOUN::состояние_NOUN::окружать_VERB::среда_NOUN	["118780-N", "1548-N", "3513-N", "7752-N"]
вклинивание_NOUN	["115394-N", "121959-N"]
обхват_NOUN	["106717-N", "106841-N"]
щепа_NOUN	["7757-N", "989-N"]
лакмусовый_ADJ::бумажка_NOUN	["106536-N", "132393-N", "2036-N", "2037-N"]
дрема_NOUN	["106565-N", "151752-N"]
пожизненный_ADJ::заключение_NOUN	["1851-N", "8303-N"]
радиозавод_NOUN	["121655-N", "57-N"]
фарватер_NOUN	["167-N", "2413-N"]
доска_NOUN	["1320-N", "3149-N"]
соевый_ADJ::семя_NOUN	["108112-N", "148475-N"]
ромны_NOUN	["123680-N", "145516-N", "242-N"]
оклад_NOUN	["106515-N", "116535-N"]
зоопарк_NOUN	["1417-N", "1434-N", "145190-N", "145679-N"]
реактор_NOUN	["2067-N", "2073-N"]
электрошоковой_ADJ::устройство_NOUN	["3239-N", "7717-N"]
воспаление_NOUN::почка_NOUN	["108862-N", "131266-N", "616-N", "9454-N"]
пограничный_ADJ::зона_NOUN	["107135-N", "107508-N"]
раскачка_NOUN	["107513-N", "111157-N", "115153-N"]
монгол_NOUN	["132681-N", "369-N"]
внешний_ADJ::заимствование_NOUN	["133994-N", "137766-N", "601-N", "833-N"]
северный_ADJ::донец_NOUN	["100022-N", "152701-N"]
белуга_NOUN	["5372-N", "6375-N"]
шипение_NOUN	["108868-N", "113841-N"]
зыряновск_NOUN	["123680-N", "145516-N", "242-N"]
банк_NOUN::для_ADP::консервы_NOUN	["141939-N", "6194-N"]
размах_NOUN::между_ADP::крайний_ADJ::точка_NOUN	["106515-N", "106757-N"]
оздоровление_NOUN::экономика_NOUN	["133994-N", "137766-N", "601-N", "833-N"]
бирманец_NOUN	["4474-N", "8288-N"]
штепсельный_ADJ::вилка_NOUN	["132868-N", "2070-N"]
воровство_NOUN::невеста_NOUN	["7329-N", "9426-N"]
сисим_NOUN	["100022-N", "100079-N", "152701-N"]
подавленность_NOUN	["106564-N", "118307-N", "118308-N"]
крайний_ADJ::бедность_NOUN	["148916-N", "2892-N", "5986-N"]
папироска_NOUN	["124114-N", "5091-N"]
юридический_ADJ::факультет_NOUN	["764-N", "8355-N"]
сернокислый_ADJ::соль_NOUN	["108760-N", "109594-N", "143301-N"]
серпуховский_ADJ::район_NOUN	["147330-N", "2051-N"]
северный_ADJ::столица_NOUN	["242-N", "2637-N", "9923-N"]
сулавеси_NOUN	["133643-N", "3465-N"]
взлом_NOUN::система_NOUN	["115580-N", "144461-N"]
приемный_ADJ::покой_NOUN	["114757-N", "148340-N"]
высаживание_NOUN	["108870-N", "110908-N"]
курянка_NOUN	["369-N", "4773-N", "589-N"]
кратность_NOUN	["119581-N", "150752-N"]
трир_NOUN	["136274-N", "137904-N"]
рожь_NOUN	["107839-N", "334-N", "358-N"]
кашемир_NOUN	["2135-N", "2139-N"]
кредитный_ADJ::провизие_NOUN	["147873-N", "7522-N"]
звуковой_ADJ::резонанс_NOUN	["133391-N", "146568-N"]
сплав_NOUN::по_ADP::река_NOUN	["114452-N", "140605-N"]
астрофизик_NOUN	["112863-N", "21-N"]
кукуруза_NOUN	["107839-N", "146236-N", "326-N", "334-N", "347-N", "350-N", "4057-N", "6889-N", "6912-N"]
восточный_ADJ::сибирь_PROPN	["100076-N", "105349-N", "141816-N", "7166-N"]
закалка_NOUN::материал_NOUN	["106534-N", "137819-N", "2385-N"]
ягненок_NOUN	["107772-N", "4406-N", "940-N"]
совок_NOUN::для_ADP::мусор_NOUN	["106553-N", "146878-N"]
природный_ADJ::дар_NOUN	["106765-N", "106766-N"]
пекарня_NOUN	["3913-N", "3915-N"]
нисходить_ADJ::тренд_NOUN	["110893-N", "136595-N", "149662-N", "2153-N", "8529-N"]
судосборщица_NOUN	["129959-N", "2550-N"]
рожки_NOUN	["106509-N", "107203-N"]
ориентирование_NOUN::на_ADP::местность_NOUN	["106709-N", "106710-N"]
огрубелость_NOUN	["119515-N", "119764-N"]
тоник_NOUN	["109170-N", "1254-N"]
гунн_NOUN	["106131-N", "106147-N", "106148-N", "125949-N", "7739-N"]
банка_NOUN	["126891-N", "2977-N"]
число_NOUN::умерший_NOUN	["4465-N", "6371-N", "6801-N", "9595-N"]
движение_NOUN::рысь_NOUN	["107469-N", "111180-N"]
иллюминация_NOUN	["107642-N", "107643-N", "4221-N"]
казачий_ADJ::атаман_NOUN	["3291-N", "3791-N"]
богатый_ADJ::жир_NOUN	["115629-N", "115630-N"]
профессор_NOUN	["136224-N", "1386-N", "21-N"]
задержание_NOUN::за_ADP	["142125-N", "2354-N"]
зенитный_ADJ::самоходный_ADJ::установка_NOUN	["3487-N", "4824-N"]
фирменный_ADJ::торговый_ADJ::марка_NOUN	["1408-N", "7097-N"]
достигать_VERB::определенный_ADJ::возраст_NOUN	["106629-N", "116328-N", "130940-N"]
фотоискусство_NOUN	["106562-N", "540-N"]
стилист_NOUN	["111238-N", "2550-N"]
перебой_NOUN::в_ADP::ритм_NOUN::сердце_NOUN	["6129-N", "616-N"]
девочкин_NOUN	["140126-N", "152901-N", "2149-N", "613-N", "756-N"]
минатом_NOUN	["1559-N", "3867-N"]
кухня_NOUN	["113110-N", "1253-N", "131325-N"]
кингстон_NOUN	["142763-N", "143440-N"]
вывоз_NOUN::за_ADP::граница_NOUN	["147949-N", "1694-N", "1700-N"]
бобина_NOUN	["107233-N", "107496-N", "118545-N", "118546-N", "120306-N"]
массовый_ADJ::гибель_NOUN	["106484-N", "111612-N"]
балкарец_NOUN	["100046-N", "106131-N", "106147-N", "106148-N", "7739-N"]
нора_NOUN::животное_NOUN	["112704-N", "113724-N"]
хаттабка_NOUN	["151901-N", "5541-N"]
тахикардия_NOUN	["107513-N", "124758-N", "125011-N"]
клинический_ADJ::центр_NOUN	["132529-N", "1390-N"]
известковый_ADJ::материал_NOUN	["108760-N", "124326-N"]
паштет_NOUN	["107277-N", "107641-N"]
перекрытие_NOUN	["107602-N", "120969-N"]
чеченский_ADJ::война_NOUN	["107328-N", "1671-N"]
кызыл_NOUN	["123687-N", "8247-N"]
внешний_ADJ::память_NOUN	["106555-N", "143950-N", "7650-N"]
игротека_NOUN	["107210-N", "131704-N"]
конный_ADV::-спортивный_ADJ::комплекс_NOUN	["143475-N", "143504-N", "145218-N"]
простой_ADJ::большинство_NOUN::голос_NOUN	["139658-N", "145806-N", "3331-N"]
топография_NOUN	["1385-N", "6945-N"]
рекламный_ADJ::перетяжка_NOUN	["1343-N", "8863-N"]
мелодичность_NOUN	["114650-N", "114651-N", "123503-N"]
австралийский_ADJ::доллар_NOUN	["1338-N", "566-N"]
футбольный_ADJ::поле_NOUN	["141931-N", "141932-N", "148887-N"]
кингисепп_NOUN	["134530-N", "136785-N"]
терраса_NOUN::склон_NOUN	["107219-N", "107313-N"]
босоножки_NOUN	["1255-N", "8212-N"]
бедственность_NOUN	["118609-N", "119847-N"]
тон_NOUN	["106945-N", "110023-N"]
кардиологический_ADJ::клиника_NOUN	["1040-N", "113278-N"]
строительство_NOUN::без_ADP::разрешение_NOUN	["1844-N", "647-N"]
подшивка_NOUN	["110795-N", "115006-N"]
след_NOUN::от_ADP::укус_NOUN	["107303-N", "111377-N", "111380-N", "149355-N"]
уплата_NOUN::налог_NOUN	["106710-N", "106885-N", "111735-N"]
холод_NOUN::по_ADP::тело_NOUN	["106565-N", "106567-N"]
молдаванин_NOUN	["100046-N", "139862-N"]
саботаж_NOUN	["130174-N", "151770-N"]
кочевка_NOUN	["106617-N", "116640-N", "154666-N"]
раджиня_NOUN	["110604-N", "110608-N", "110641-N"]
подушка_NOUN::безопасность_NOUN	["143440-N", "2653-N"]
излечение_NOUN	["117855-N", "120955-N"]
орловщина_NOUN	["2637-N", "2640-N"]
фирменный_VERB::торговый_ADJ::знак_NOUN	["1408-N", "7097-N"]
лесопарк_NOUN	["144913-N", "5039-N"]
театрализация_NOUN	["4488-N", "4765-N"]
хрустальный_ADJ::звучание_NOUN	["114605-N", "125663-N"]
интрига_NOUN	["106548-N", "110479-N"]
квантовый_ADJ::генератор_NOUN	["2067-N", "2072-N"]
ядерный_ADJ::опасность_NOUN	["106547-N", "3672-N"]
автомобильный_ADJ::спорт_NOUN	["8741-N", "9290-N"]
отрывать_VERB::клочок_NOUN	["106509-N", "106554-N", "107131-N"]
дебил_NOUN	["111236-N", "4846-N"]
толканий_NOUN::ядро_NOUN	["111596-N", "114118-N", "120560-N"]
парламентский_ADJ::чтение_NOUN	["149658-N", "7194-N", "7612-N"]
шахид_NOUN	["114456-N", "127064-N", "130378-N", "139219-N", "143608-N", "2401-N"]
люберецкий_ADJ::район_NOUN	["147330-N", "2051-N"]
беларусь_NOUN	["142193-N", "2062-N", "445-N"]
ласточка_NOUN	["139566-N", "140716-N", "145035-N"]
вологодскать_VERB::область_NOUN::._PUNCT	["2637-N", "2640-N"]
примат_NOUN	["106789-N", "112920-N", "119382-N"]
американский_ADJ::валюта_NOUN	["1315-N", "1338-N", "566-N"]
полпред_NOUN	["106891-N", "152714-N"]
хозяйственный_ADJ::мыло_AUX	["109368-N", "4534-N"]
крайова_NOUN	["123680-N", "145516-N", "242-N"]
водосчетчик_NOUN	["118548-N", "146943-N"]
декоративный_ADJ::подушка_NOUN	["134909-N", "7995-N"]
тряпка_NOUN::для_ADP::мытье_NOUN	["129325-N", "129327-N"]
лиса_NOUN	["107795-N", "108441-N", "145929-N", "4091-N", "4593-N", "934-N"]
филиппинка_NOUN	["100046-N", "139862-N"]
ногинский_ADJ::район_NOUN	["147330-N", "2051-N"]
собь_NOUN	["100022-N", "100079-N", "152701-N"]
минуточка_NOUN	["106720-N", "106723-N"]
фотоальбом_NOUN	["121713-N", "5820-N"]
штоф_NOUN	["128533-N", "128534-N", "2135-N"]
моджахед_NOUN	["127064-N", "127065-N", "4546-N"]
свежесть_NOUN	["106760-N", "115949-N", "133391-N"]
бывший_ADJ::республика_NOUN::союз_NOUN::сср_PROPN	["149182-N", "445-N"]
телевизионный_ADJ::корпорация_NOUN	["1375-N", "847-N"]
раздувание_NOUN	["108870-N", "128784-N"]
авиаэскадрилья_NOUN	["124282-N", "790-N"]
командировочный_ADJ::удостоверение_NOUN	["121158-N", "2428-N", "9565-N"]
законность_NOUN	["118352-N", "119002-N", "119003-N"]
остров_NOUN::сулавесь_NOUN	["133643-N", "3465-N"]
сочинение_NOUN::на_ADP::тема_NOUN	["121096-N", "147047-N"]
знак_NOUN::кирпич_NOUN	["154357-N", "4205-N"]
судовой_ADJ::якорь_NOUN	["106554-N", "107233-N"]
капитан_NOUN	["106606-N", "112315-N", "812-N"]
патрон_NOUN::к_ADP::оружие_NOUN	["811-N", "818-N"]
тысячелетний_ADJ::период_NOUN	["106720-N", "106723-N"]
девальвация_NOUN::валюта_NOUN	["110893-N", "132999-N", "149602-N"]
мостик_NOUN::судно_NOUN	["142763-N", "143440-N"]
антенна_NOUN::с_ADP::параболический_ADJ::отражатель_NOUN	["144127-N", "4676-N"]
откат_NOUN	["637-N", "660-N"]
оборона_NOUN	["106595-N", "106597-N"]
маргариновая_ADJ::продукция_NOUN	["146209-N", "146314-N"]
столица_NOUN::ирландия_NOUN	["151357-N", "242-N", "3208-N"]
золотой_ADJ::руда_NOUN	["106-N", "132359-N"]
вещание_NOUN	["106876-N", "107094-N"]
ракетный_ADJ::пистолет_NOUN	["112394-N", "152077-N"]
блокирующий_ADJ::пакет_NOUN	["150976-N", "2244-N"]
сокурсница_NOUN	["119514-N", "127648-N", "152901-N"]
инкубатор_NOUN	["3877-N", "3888-N"]
моноблок_NOUN	["106553-N", "106555-N"]
тампон_NOUN	["106554-N", "136386-N"]
гимн_NOUN::государство_NOUN	["107667-N", "1447-N", "4235-N"]
нетерпимость_NOUN	["119768-N", "120142-N"]
австрийка_NOUN	["100046-N", "139862-N"]
гальванотехника_NOUN	["6206-N", "7880-N"]
гайморова_ADJ::полость_NOUN	["109979-N", "109980-N"]
манжетный_ADJ::уплотнитель_NOUN	["106509-N", "106553-N", "107496-N", "142415-N"]
младший_ADJ::лейтенант_NOUN	["3057-N", "807-N"]
беззаветность_NOUN	["106924-N", "118883-N"]
шпиль_NOUN	["106554-N", "107233-N"]
древний_ADJ::рить_NOUN	["105559-N", "445-N"]
ткацкий_DET::машина_NOUN	["106555-N", "113832-N", "145132-N", "468-N"]
излюбленность_NOUN	["106775-N", "114651-N"]
фрезеровщик_NOUN	["110125-N", "113831-N"]
абхазец_NOUN	["100046-N", "139862-N"]
религиозный_ADJ::убеждение_NOUN	["106470-N", "119563-N"]
флористика_NOUN	["32-N", "6293-N"]
энциклопедистка_NOUN	["21-N", "2551-N"]
минпром_NOUN	["1559-N", "3867-N"]
переводить_VERB::средства_NOUN	["566-N", "9814-N"]
металлообрабатывать_ADJ::промышленность_NOUN	["145329-N", "469-N", "7127-N"]
копи_NOUN	["141896-N", "528-N"]
кораблестроитель_NOUN	["129959-N", "2550-N"]
тополь_NOUN	["141926-N", "989-N"]
видеопоказ_NOUN	["1250-N", "255-N", "3334-N", "5836-N", "5849-N", "7064-N"]
алмазодобывать_VERB::отрасль_NOUN	["50-N", "6386-N", "7127-N"]
республика_NOUN::ирак_NOUN	["2062-N", "445-N"]
плод_NOUN::арбуз_NOUN	["106554-N", "107871-N"]
вес_NOUN	["110871-N", "129508-N"]
измождение_NOUN	["106564-N", "106567-N", "107336-N", "114389-N", "117322-N", "128594-N"]
разморозка_NOUN	["108948-N", "110888-N"]
ярославщина_NOUN	["2637-N", "2640-N"]
академический_ADJ::отпуск_NOUN	["2961-N", "3504-N"]
хакерство_NOUN	["115580-N", "144461-N"]
навар_NOUN	["1760-N", "588-N"]
менструация_NOUN	["125011-N", "143048-N"]
изжога_NOUN	["106915-N", "123894-N"]
прекращение_NOUN::звук_NOUN	["106484-N", "114833-N", "119625-N"]
подземный_ADJ::коллектор_NOUN	["2525-N", "3405-N"]
гарантия_NOUN::качество_NOUN	["106445-N", "150684-N"]
финансовый_ADJ::несостоятельность_NOUN	["111369-N", "118130-N", "118393-N", "118394-N", "126169-N"]
ближнемагистральный_ADJ::самолет_NOUN	["137876-N", "142555-N", "212-N"]
признание_NOUN	["106774-N", "2605-N"]
забастовка_NOUN	["136578-N", "153441-N", "8456-N"]
волоконно_ADV::-оптический_ADJ::техника_NOUN	["106555-N", "1320-N", "3470-N"]
размораживание_NOUN	["108948-N", "110888-N"]
лавровый_ADJ::лист_NOUN	["107911-N", "370-N", "4681-N", "5735-N"]
юбилярша_NOUN	["148506-N", "152714-N"]
волнистый_ADJ::складка_NOUN	["107723-N", "116777-N", "133133-N"]
незаконный_ADJ::строительство_NOUN	["106504-N", "134709-N"]
супермаркет_NOUN	["143886-N", "145031-N", "2302-N", "4197-N"]
поездка_NOUN::за_ADP::граница_NOUN	["111094-N", "130447-N", "2661-N", "7094-N"]
продюсер_NOUN::фильм_NOUN	["10191-N", "8296-N"]
почерковедение_NOUN	["106686-N", "106709-N"]
орехово-зуевский_ADJ::район_NOUN	["147330-N", "2051-N"]
бювет_NOUN	["127430-N", "2525-N", "2526-N"]
центральный_ADJ::отопление_NOUN	["144-N", "145131-N", "145137-N", "5077-N"]
сумма_NOUN::проигрыш_NOUN	["3238-N", "566-N", "6323-N"]
философия_NOUN::эмпиризма_NOUN	["119563-N", "121514-N", "132973-N"]
запруживание_NOUN	["116248-N", "119562-N"]
цветоводство_NOUN	["114891-N", "322-N", "52-N"]
стержень_NOUN	["130019-N", "4832-N"]
картридер_NOUN	["149201-N", "510-N"]
приборный_ADJ::панель_NOUN	["149201-N", "510-N"]
мясорубка_NOUN	["111779-N", "133800-N", "134909-N", "147600-N", "1730-N", "2512-N"]
викарий_NOUN	["4474-N", "4860-N", "7198-N"]
вогулка_NOUN	["100046-N", "106131-N", "106180-N", "106181-N", "7739-N"]
детализирование_NOUN	["119670-N", "146965-N"]
сланец_NOUN	["109627-N", "133238-N", "142-N"]
волеизъявление_NOUN::народ_NOUN	["10119-N", "106877-N", "153350-N"]
мочевыделение_NOUN	["120550-N", "152812-N"]
санаторно-курортный_ADJ::обслуживание_NOUN	["133164-N", "2043-N"]
дезорганизация_NOUN	["106631-N", "111493-N", "124141-N", "128595-N", "130806-N"]
ролики_NOUN	["106553-N", "130019-N", "131272-N", "2498-N"]
маврикий_NOUN	["107135-N", "3465-N", "7166-N"]
посвящение_NOUN::в_ADP::тайна_NOUN	["120087-N", "142158-N"]
зенитный_ADJ::установка_NOUN	["1683-N", "7469-N", "7491-N", "816-N"]
сокращение_NOUN::сотрудник_NOUN	["154294-N", "868-N"]
дидактика_NOUN	["111355-N", "4315-N"]
роза_NOUN	["106554-N", "107608-N"]
театральный_ADJ::критик_NOUN	["1412-N", "4929-N"]
томографический_ADJ::сканнер_NOUN	["2977-N", "3082-N"]
одаренный_ADJ::ребенок_NOUN	["125864-N", "129730-N"]
столица_NOUN::голландия_NOUN	["151357-N", "242-N", "3208-N"]
геоид_NOUN	["3540-N", "3660-N"]
интрига_NOUN	["106504-N", "111260-N", "146664-N"]
енисейский_ADJ::залив_NOUN	["100111-N", "2412-N"]
сушняк_NOUN	["142-N", "147601-N", "2432-N", "989-N"]
беж_NOUN	["106944-N", "109482-N", "118945-N"]
укроп_NOUN	["153883-N", "348-N"]
кнопка_NOUN::переключение_NOUN	["106555-N", "109008-N"]
генеалогия_NOUN	["123721-N", "125860-N"]
акушерский_ADJ::пункт_NOUN	["1038-N", "113278-N"]
крыло_NOUN	["143440-N", "143441-N"]
обязательство_NOUN::в_ADP::право_NOUN	["149532-N", "4469-N"]
щекотливость_NOUN	["118445-N", "119385-N"]
аптека_NOUN	["1037-N", "106560-N", "2301-N", "5406-N", "6324-N"]
лавка_NOUN	["2302-N", "3946-N"]
кировск_NOUN::в_ADP::мурманский_ADJ::область_NOUN	["134530-N", "136796-N"]
фальшивый_ADJ::исполнение_NOUN	["110440-N", "148796-N"]
железнодорожный_ADJ::семафор_NOUN	["106555-N", "112394-N"]
регата_NOUN	["111793-N", "1625-N"]
горнозаводск_NOUN	["134530-N", "136893-N"]
телеорганизация_NOUN	["1375-N", "847-N"]
наводчица_NOUN	["127439-N", "792-N"]
художественный_ADJ::гимнастика_NOUN	["1622-N", "8138-N"]
соотечественник_NOUN::за_ADP::рубеж_NOUN	["124685-N", "126281-N", "2149-N"]
пигментация_NOUN	["125011-N", "143048-N"]
широта_NOUN	["122047-N", "4714-N"]
кеть_NOUN	["100022-N", "100079-N", "152701-N"]
переуступка_NOUN	["149153-N", "150861-N", "150985-N"]
детский_ADJ::карусель_NOUN	["106555-N", "121747-N", "152346-N"]
меридиан_NOUN	["106582-N", "125570-N"]
эксгумациоть_ADJ::работа_NOUN	["110916-N", "115776-N"]
лизинговый_ADJ::услуга_NOUN	["1842-N", "255-N"]
грузовой_ADJ::эшелон_NOUN	["144363-N", "169-N", "2313-N", "6094-N"]
игровой_ADJ::ставка_NOUN	["3238-N", "566-N", "6323-N"]
аварийно-ремонтный_ADJ::техника_NOUN	["154-N", "9209-N"]
сужение_NOUN::сфера_NOUN::действие_NOUN	["106631-N", "106638-N"]
турция_NOUN	["2062-N", "445-N"]
кельн_NOUN	["136274-N", "137904-N"]
распечатка_NOUN::на_ADP::принтер_NOUN	["110447-N", "114107-N", "114108-N"]
олигарх_NOUN	["121995-N", "2717-N", "305-N", "3332-N"]
участие_NOUN::в_ADP::выборы_NOUN	["10119-N", "106877-N", "153350-N"]
стрекотание_NOUN	["107093-N", "114103-N"]
министерство_NOUN::культура_NOUN::и_CCONJ::массовый_ADJ::коммуникация_NOUN	["1559-N", "3867-N"]
гамильтон_NOUN	["151357-N", "242-N", "8247-N"]
квартал_NOUN	["107020-N", "107197-N"]
дешифровка_NOUN	["106709-N", "136573-N"]
пересчет_NOUN	["106710-N", "106885-N"]
нечистоты_NOUN	["1012-N", "147443-N", "3768-N", "497-N"]
героический_ADJ::человек_NOUN	["124379-N", "150507-N"]
республика_NOUN::наура_NOUN	["2062-N", "445-N"]
бесхозный_ADJ::животное_NOUN	["143404-N", "3554-N"]
пограничный_ADJ::пространство_NOUN	["106451-N", "107135-N", "107570-N", "110227-N"]
основной_ADJ::закон_NOUN::государство_NOUN	["143982-N", "411-N"]
формоза_NOUN	["132747-N", "2062-N", "445-N"]
взваливание_NOUN	["106938-N", "108821-N"]
скачок_NOUN::в_ADP::развитие_NOUN	["123361-N", "150627-N"]
миссисипи_NOUN	["100029-N", "143381-N"]
редукторный_ADJ::механизм_NOUN	["106555-N", "110803-N"]
кобылица_NOUN	["126920-N", "935-N"]
предпочтительность_NOUN	["118771-N", "118772-N"]
фотопленка_NOUN	["6232-N", "919-N"]
lcd_X::монитор_NOUN	["152226-N", "152232-N", "152235-N", "7951-N"]
гмд_NOUN	["4241-N", "4523-N", "511-N", "919-N"]
первооткрытие_NOUN	["106709-N", "106710-N", "107489-N", "117028-N"]
перхоть_NOUN	["107193-N", "107208-N"]
маслоделие_NOUN	["106493-N", "106495-N"]
иностранный_ADJ::валюта_NOUN	["1338-N", "566-N"]
касабланка_NOUN::(_PUNCT::марокко_ADV::)_PUNCT	["207-N", "242-N", "590-N"]
инкассирование_NOUN	["106817-N", "116488-N", "116821-N"]
нефтепроводный_ADJ::система_NOUN	["130003-N", "179-N", "2285-N", "6485-N"]
правозащитница_NOUN	["111774-N", "126337-N", "136055-N", "6650-N"]
страж_NOUN::граница_NOUN	["1614-N", "6723-N"]
обмереть_NOUN::покупатель_NOUN	["113119-N", "5792-N", "7331-N"]
розничный_ADJ::скидка_NOUN	["1967-N", "4331-N"]
копчик_NOUN	["109221-N", "109535-N"]
сестра_NOUN::милосердие_NOUN	["1044-N", "7761-N"]
масло_NOUN::животный_ADJ::происхождение_NOUN	["3545-N", "371-N"]
дистрофия_NOUN	["117322-N", "117323-N"]
крылатый_ADJ::слово_NOUN	["107521-N", "153600-N"]
житель_NOUN::пер_ADJ	["369-N", "4773-N", "589-N"]
засос_NOUN	["107573-N", "149959-N"]
скрипачка_NOUN	["1413-N", "1431-N", "6499-N"]
чек_NOUN::касса_NOUN	["2428-N", "8722-N"]
анод_NOUN	["146018-N", "5497-N"]
экономический_ADJ::оздоровление_NOUN	["106631-N", "106632-N", "116118-N", "129710-N"]
выхлопной_ADJ::газ_NOUN	["106488-N", "129957-N"]
неуважение_NOUN	["106647-N", "148420-N"]
далай-лама_NOUN	["106115-N", "131833-N", "7242-N"]
апелляция_NOUN::к_ADP	["106876-N", "116816-N"]
кемпинг_NOUN	["107135-N", "107508-N", "110-N", "1313-N", "2594-N", "5039-N"]
каракалпачка_NOUN	["106131-N", "106147-N", "106148-N"]
просвет_NOUN	["106632-N", "149778-N"]
племянница_NOUN	["132893-N", "3231-N", "756-N"]
сириец_NOUN	["132681-N", "369-N"]
травматика_NOUN	["143312-N", "3239-N", "784-N"]
филадельфия_NOUN	["123680-N", "145516-N", "242-N"]
монорельсовый_ADJ::путь_NOUN	["140385-N", "145171-N", "191-N"]
грек_NOUN	["106123-N", "106131-N"]
нахмуренность_NOUN	["106564-N", "118307-N", "118308-N"]
кибернетика_NOUN	["20-N", "31-N"]
сетевой_ADJ::траффик_NOUN	["106515-N", "106769-N", "106841-N"]
дренаж_NOUN::рана_VERB	["108870-N", "110908-N"]
физико-математический_ADJ::моделирование_NOUN	["114457-N", "132693-N"]
бильярдный_ADJ::стол_NOUN	["107294-N", "143156-N", "146905-N"]
паралимпиада_NOUN	["1625-N", "1628-N"]
мозговой_ADJ::штурм_NOUN	["106467-N", "141181-N", "146841-N"]
мастерок_NOUN	["106553-N", "128509-N", "3203-N"]
канделябр_NOUN	["5230-N", "5232-N"]
жених_NOUN	["153536-N", "2453-N", "2553-N"]
кавминводы_NOUN	["100076-N", "7166-N"]
вмазка_NOUN	["106698-N", "106699-N", "111191-N"]
ось_NOUN::вращение_NOUN	["123770-N", "143997-N"]
созвездие_NOUN::водолеть_NOUN	["125313-N", "125315-N", "125329-N"]
профицит_NOUN::бюджет_NOUN	["106509-N", "106694-N"]
кровельщик_NOUN	["110125-N", "2550-N", "3204-N"]
самогон_NOUN	["108336-N", "548-N"]
сбережения_NOUN	["3238-N", "566-N", "6323-N"]
омоложение_NOUN::состав_NOUN	["115486-N", "125641-N"]
рыночный_ADJ::интервенция_NOUN	["106489-N", "133156-N", "138620-N"]
сайда_NOUN	["123680-N", "145516-N", "242-N"]
ключик_NOUN	["106554-N", "107233-N"]
картинный_ADJ::галерея_NOUN	["1436-N", "8129-N"]
каменщик_NOUN	["110125-N", "2550-N", "3204-N"]
сибиряк_NOUN	["1310-N", "132681-N", "138999-N", "3291-N", "369-N"]
глазок_NOUN::клубень_NOUN	["108067-N", "116185-N"]
минорный_ADJ::лад_NOUN	["106575-N", "121007-N"]
дижон_NOUN	["123680-N", "145516-N", "242-N"]
поляк_NOUN	["106124-N", "139246-N"]
киргизскать_ADJ::столица_NOUN	["151357-N", "242-N", "3208-N"]
амьен_NOUN	["123680-N", "145516-N", "242-N"]
садовый_ADJ::кооператив_NOUN	["124206-N", "4071-N", "829-N"]
винницкий_ADJ::область_NOUN	["100054-N", "2052-N"]
традиционализм_NOUN	["106470-N", "127023-N"]
переплетный_NOUN::работа_NOUN	["114108-N", "5931-N"]
высылка_NOUN::из_ADP::страна_NOUN	["106952-N", "112548-N", "115247-N", "137167-N", "1847-N", "2130-N"]
мартышка_NOUN	["10072-N", "125275-N"]
молодежка_NOUN	["126483-N", "6067-N"]
заключение_NOUN::условно_ADV	["140290-N", "142125-N", "1847-N", "2971-N"]
на_ADP::заря_NOUN::туманный_ADJ::юность_NOUN	["115929-N", "578-N"]
прослушка_NOUN	["106709-N", "116932-N", "117564-N", "124021-N", "133962-N", "147470-N"]
супруг_NOUN	["2452-N", "3230-N", "5211-N", "6907-N"]
река_NOUN::ус_NOUN	["100022-N", "100079-N", "152701-N"]
придерживание_NOUN	["106626-N", "110437-N"]
кельт_NOUN	["125949-N", "7739-N"]
незаконный_ADJ::стройка_NOUN	["1844-N", "647-N"]
спортивный_ADJ::лотерея_NOUN	["1270-N", "558-N"]
подушка_NOUN::для_ADP::постель_NOUN	["134909-N", "7995-N"]
курский_VERB::область_NOUN::._PUNCT	["2637-N", "2640-N"]
революция_NOUN::в_ADP::система_NOUN	["106784-N", "123469-N"]
кнр_NOUN	["105338-N", "2062-N", "2521-N", "445-N"]
пленка_NOUN::для_ADP::фотографирование_NOUN	["107478-N", "114759-N", "5424-N"]
водопровод_NOUN	["6485-N", "6489-N"]
камзол_NOUN	["108208-N", "124872-N", "1256-N"]
бескровность_NOUN	["118231-N", "122225-N", "152622-N"]
копчений_NOUN::продукт_NOUN	["106534-N", "109109-N"]
исполнительный_ADJ::орган_NOUN::государственный_ADJ::власть_NOUN::субъект_NOUN::российский_ADJ::федерация_NOUN	["136561-N", "9606-N"]
медицинский_NOUN::жгут_VERB	["1068-N", "111429-N", "152582-N"]
сбрызгивание_NOUN	["114637-N", "114638-N"]
иорданец_NOUN	["105413-N", "106131-N", "134850-N"]
нефтехранилище_NOUN	["106625-N", "3265-N"]
краюшка_NOUN	["106509-N", "106554-N", "107131-N"]
река_NOUN::щучий_NOUN	["100022-N", "100079-N", "152701-N"]
парковка_NOUN::автомобиль_NOUN	["106504-N", "106698-N"]
