word	synsets
вытереть_VERB	["111979-V", "116360-V", "117207-V"]
вытереть_VERB	["107011-V", "108870-V", "114441-V", "121100-V"]
вытереться_VERB	["106629-V", "110416-V"]
вытереться_VERB	["111979-V", "116360-V", "117207-V"]
вытереться::от::долгой::носки_VERB	["106629-V", "110416-V"]
вытереться::от::долгой::носки_VERB	["111979-V", "116360-V", "117207-V"]
вытеснить_VERB	["108870-V", "110908-V"]
вытеснить_VERB	["118310-V", "121163-V"]
вытеснить_VERB	["106817-V", "123829-V"]
вытеснить::на::второй::план_VERB	["118310-V", "121163-V"]
вытеснить::на::второй::план_VERB	["106817-V", "123829-V"]
вытеснить::на::задний::план_VERB	["118310-V", "121163-V"]
вытеснить::на::задний::план_VERB	["106817-V", "123829-V"]
вытеснять_VERB	["108870-V", "110908-V"]
вытеснять_VERB	["118310-V", "121163-V"]
вытеснять_VERB	["106817-V", "123829-V"]
вытеснять::на::второй::план_VERB	["118310-V", "121163-V"]
вытеснять::на::второй::план_VERB	["106817-V", "123829-V"]
вытеснять::на::задний::план_VERB	["118310-V", "121163-V"]
вытеснять::на::задний::план_VERB	["106817-V", "123829-V"]
вытирать_VERB	["106629-V", "110416-V"]
вытирать_VERB	["111979-V", "116360-V", "117207-V"]
вытирать_VERB	["107011-V", "108870-V", "114441-V", "121100-V"]
вытираться_VERB	["106629-V", "110416-V"]
вытираться_VERB	["111979-V", "116360-V", "117207-V"]
вытиснить_VERB	["107002-V", "110447-V"]
вытиснять_VERB	["107002-V", "110447-V"]
выткать_VERB	["106493-V", "106495-V"]
вытолкать_VERB	["108870-V", "110908-V", "111021-V"]
вытолкнуть_VERB	["108870-V", "110908-V", "111021-V"]
вытошнить_VERB	["120550-V", "152470-V"]
вытошнить_VERB	["110908-V", "114519-V", "150231-V"]
вытравить_VERB	["106534-V", "106631-V", "106632-V", "106785-V", "106950-V", "146751-V"]
вытравливать_VERB	["106534-V", "106631-V", "106632-V", "106785-V", "106950-V", "146751-V"]
вытралить_VERB	["114441-V", "128431-V", "144534-V", "7107-V"]
вытрезвить_VERB	["128286-V", "129710-V"]
вытрезвлять_VERB	["128286-V", "129710-V"]
вытягивать_VERB	["106472-V", "115775-V"]
вытягивать_VERB	["117916-V", "117917-V"]
вытянуть_VERB	["106472-V", "115775-V"]
вытянуть_VERB	["117916-V", "117917-V"]
выудить_VERB	["123363-V", "9794-V"]
выуживать_VERB	["123363-V", "9794-V"]
выхаживать_VERB	["1061-V", "106472-V", "106595-V", "117617-V", "118621-V", "142562-V"]
выхаркать_VERB	["116971-V", "150231-V"]
выхаркивать_VERB	["116971-V", "150231-V"]
выхаркнуть_VERB	["116971-V", "150231-V"]
выхлебать_VERB	["106932-V", "106933-V", "115221-V"]
выхлопатывать_VERB	["106702-V", "107344-V", "116952-V", "118617-V", "124855-V"]
выхлопатывать_VERB	["106494-V", "106701-V"]
выхлопотать_VERB	["106702-V", "107344-V", "116952-V", "118617-V", "124855-V"]
выхлопотать_VERB	["106494-V", "106701-V"]
выходить_VERB	["1061-V", "106472-V", "106595-V", "117617-V", "118621-V", "142562-V"]
выходить::больного_VERB	["1061-V", "106472-V", "106595-V", "117617-V", "118621-V", "142562-V"]
выходить::в::отставку_VERB	["7142-V", "7225-V", "7233-V", "7244-V", "868-V"]
выходить::в::прокат_VERB	["114971-V", "145513-V"]
выходить::в::прокат_VERB	["106501-V", "106529-V", "7064-V"]
выходить::в::эфир_VERB	["110447-V", "113973-V", "1374-V"]
выходить::вперед_VERB	["111329-V", "117912-V", "120905-V"]
выхолаживать_VERB	["106638-V", "111104-V"]
выхолодить_VERB	["106638-V", "111104-V"]
выцарапать_VERB	["110908-V", "110911-V"]
выцарапать_VERB	["107002-V", "110447-V"]
выцарапать_VERB	["111865-V", "111916-V", "134184-V"]
выцарапывать_VERB	["110908-V", "110911-V"]
выцарапывать_VERB	["107002-V", "110447-V"]
выцарапывать_VERB	["111865-V", "111916-V", "134184-V"]
выцвести::на::солнце_VERB	["123733-V", "132996-V"]
выцвести::от::солнца_VERB	["123733-V", "132996-V"]
вычеркивать_VERB	["106631-V", "106638-V", "110909-V"]
вычеркнуть_VERB	["106631-V", "106638-V", "110909-V"]
вычесать_VERB	["111998-V", "120734-V"]
вычесать_VERB	["108870-V", "110908-V"]
вычесть_VERB	["106710-V", "106885-V", "111735-V"]
вычесывать_VERB	["111998-V", "120734-V"]
вычесывать_VERB	["108870-V", "110908-V"]
вычислить::на::компьютере_VERB	["106710-V", "106885-V", "111735-V"]
вычислить::произведение_VERB	["106710-V", "106885-V", "111735-V"]
вычислить::разность_VERB	["106710-V", "106885-V", "111735-V"]
вычислить::сумму_VERB	["106710-V", "106885-V", "111735-V"]
вычислить::частное_VERB	["106710-V", "106885-V", "111735-V"]
вычислять::на::компьютере_VERB	["106710-V", "106885-V", "111735-V"]
вычислять::произведение_VERB	["106710-V", "106885-V", "111735-V"]
вычислять::сумму_VERB	["106710-V", "106885-V", "111735-V"]
вычитать_VERB	["106710-V", "106885-V", "111735-V"]
вышелушивать_VERB	["107409-V", "107410-V", "107417-V", "108870-V"]
вышелушить_VERB	["107409-V", "107410-V", "107417-V", "108870-V"]
вышибать_VERB	["108870-V", "110908-V"]
вышибать::слезу_VERB	["116921-V", "117609-V", "118175-V"]
вышибать::слезу_VERB	["107196-V", "110719-V", "120904-V"]
вышибить_VERB	["108870-V", "110908-V"]
вышибить::слезу_VERB	["116921-V", "117609-V", "118175-V"]
вышибить::слезу_VERB	["107196-V", "110719-V", "120904-V"]
выщелачивать_VERB	["106631-V", "106632-V", "106785-V", "106950-V"]
выщелачивать_VERB	["120784-V", "150138-V"]
выщелочить_VERB	["106631-V", "106632-V", "106785-V", "106950-V"]
выщелочить_VERB	["120784-V", "150138-V"]
вязать_VERB	["111465-V", "116418-V", "116419-V"]
вязать::на::спицах_VERB	["111466-V", "111467-V", "134618-V"]
вязаться_VERB	["111465-V", "116418-V", "116419-V"]
гавкать_VERB	["107093-V", "114103-V"]
гавкнуть_VERB	["107093-V", "114103-V"]
газировать_VERB	["110751-V", "111435-V"]
газифицировать_VERB	["129756-V", "153713-V"]
газифицировать_VERB	["112144-V", "7175-V"]
газифицировать_VERB	["107326-V", "122093-V"]
газифицировать_VERB	["106631-V", "106632-V", "106785-V", "106950-V"]
галдеть_VERB	["107093-V", "107106-V"]
галдеть_VERB	["107094-V", "107105-V"]
гарантировать_VERB	["106595-V", "106597-V"]
гарантировать_VERB	["112905-V", "120410-V"]
гасить_VERB	["106638-V", "111493-V"]
гасить_VERB	["106531-V", "106817-V"]
гасить::пожар_VERB	["106817-V", "113648-V"]
гасить::пожар_VERB	["120406-V", "6444-V"]
гасить::пожар_VERB	["118698-V"]
гастролировать_VERB	["106587-V", "111094-V"]
гастролировать_VERB	["110440-V", "112564-V"]
генерировать::электрическую::энергию_VERB	["106495-V", "143559-V"]
генерировать::электричество_VERB	["106495-V", "143559-V"]
генерировать::электроэнергию_VERB	["106495-V", "143559-V"]
герметизировать_VERB	["111375-V", "111568-V", "111572-V"]
герметизироваться_VERB	["111375-V", "111568-V", "111572-V"]
гибнуть::от::мороза_VERB	["112155-V", "130453-V"]
гибнуть::от::мороза_VERB	["111979-V", "118925-V"]
гипсовать_VERB	["111427-V", "111428-V"]
глаза::косят_VERB	["106565-V", "106665-V", "118046-V", "3406-V", "6961-V"]
глаза::светятся_VERB	["106456-V", "106457-V"]
глаза::светятся_VERB	["119699-V", "148998-V"]
глаза::сияют_VERB	["106456-V", "106457-V"]
глаза::сияют_VERB	["119699-V", "148998-V"]
глазеть_VERB	["106903-V", "114501-V", "145755-V"]
глазеть::по::сторонам_VERB	["106903-V", "114501-V", "145755-V"]
глазировать_VERB	["107325-V", "107326-V", "110719-V", "111413-V", "146751-V"]
глазуровать_VERB	["107325-V", "107326-V", "146751-V"]
глодать_VERB	["110479-V", "115102-V"]
глодать_VERB	["110481-V", "114664-V"]
глодать_VERB	["111888-V", "114580-V", "115188-V", "115191-V"]
глотать_VERB	["117564-V", "121204-V"]
глотать_VERB	["107340-V", "112933-V", "117765-V", "121243-V"]
глотать_VERB	["106915-V", "114267-V"]
глотать::книгу_VERB	["106915-V", "114267-V"]
глотать::обиду_VERB	["117564-V", "121204-V"]
глотать::обиду_VERB	["107340-V", "112933-V", "117765-V", "121243-V"]
глотать::пилюлю_VERB	["117564-V", "121204-V"]
глотать::пилюлю_VERB	["107340-V", "112933-V", "117765-V", "121243-V"]
глотать::страницы_VERB	["106915-V", "114267-V"]
глушить::двигатель_VERB	["106531-V", "107417-V", "111842-V"]
глушить::мотор_VERB	["106531-V", "107417-V", "111842-V"]
глядеть_VERB	["106472-V", "106595-V", "118621-V"]
глядеть_VERB	["115033-V", "134873-V"]
глядеть::в::упор_VERB	["106903-V", "125740-V"]
глядеться_VERB	["106902-V", "117923-V"]
гнать::самогон_VERB	["115248-V", "150138-V"]
гнать::самогон_VERB	["106534-V", "112139-V", "113755-V"]
гнести_VERB	["110478-V", "149898-V"]
гноиться_VERB	["120550-V", "152470-V"]
говорить::откровенно_VERB	["106540-V", "106542-V", "106886-V", "106887-V", "115598-V", "117919-V", "117920-V", "118138-V", "118139-V", "123814-V", "142158-V"]
говорить::с::умным::видом_VERB	["117968-V", "117970-V"]
говорить::с::умным::видом_VERB	["106876-V", "118698-V"]
гоготать_VERB	["107093-V", "114089-V"]
гоготать_VERB	["106456-V", "124590-V"]
гоготнуть_VERB	["107093-V", "114089-V"]
гоготнуть_VERB	["106456-V", "124590-V"]
голова::кружится_VERB	["120955-V", "120956-V", "155113-V", "3406-V"]
голова::кружится_VERB	["106565-V"]
голова::помутилась_VERB	["106629-V", "120955-V", "120956-V", "155113-V", "3406-V"]
голосить_VERB	["107093-V", "107104-V"]
голосить_VERB	["107196-V", "110719-V", "120904-V"]
голосовать_VERB	["106531-V", "120502-V"]
голосовать::на::дороге_VERB	["106531-V", "120502-V"]
гомонить_VERB	["107093-V", "107106-V"]
гомонить_VERB	["107094-V", "107105-V"]
гончарничать_VERB	["106495-V", "106501-V", "1221-V"]
гонять_VERB	["112548-V", "115575-V", "119751-V"]
гонять::с::поручениями_VERB	["112548-V", "115575-V", "119751-V"]
гореть_VERB	["106456-V", "106457-V"]
гореть_VERB	["119699-V", "148998-V"]
готовить_VERB	["107489-V", "120570-V", "123483-V"]
готовить::на::пару_VERB	["106534-V", "109109-V"]
готовиться_VERB	["107489-V", "120570-V", "123483-V"]
гофрировать_VERB	["106558-V", "124516-V"]
гравировать_VERB	["107002-V", "110447-V"]
гравировать_VERB	["111881-V", "146751-V"]
гравировать_VERB	["106501-V"]
гранить_VERB	["106534-V", "146751-V"]
грести_VERB	["106938-V", "111596-V"]
грести::веслом_VERB	["106938-V", "111596-V"]
грести::деньги::лопатой_VERB	["113796-V", "120726-V", "127060-V"]
греть_VERB	["106595-V", "106626-V", "111437-V"]
греть_VERB	["106631-V", "116746-V"]
греть::руки_VERB	["113796-V", "120726-V", "127060-V"]
греться_VERB	["116746-V", "146683-V"]
грешить_VERB	["115292-V", "115293-V"]
грешить_VERB	["107180-V", "107181-V", "115212-V"]
грешить::напрасно_VERB	["115292-V", "115293-V"]
грешить::напрасно_VERB	["107180-V", "107181-V", "115212-V"]
гримировать_VERB	["106631-V", "111769-V"]
гримировать_VERB	["107325-V", "107326-V", "111427-V"]
гримироваться_VERB	["106631-V", "111769-V"]
гримироваться_VERB	["107325-V", "107326-V", "111427-V"]
гробить_VERB	["106483-V", "106531-V"]
грозить_VERB	["119122-V", "135345-V"]
грозить_VERB	["116195-V", "116198-V"]
громить_VERB	["106483-V", "111371-V", "111950-V", "111951-V"]
громить_VERB	["112963-V", "120000-V"]
громить_VERB	["111611-V", "120095-V"]
грохать_VERB	["107093-V", "114103-V"]
грохать_VERB	["115116-V", "117948-V"]
грохать_VERB	["106938-V", "111022-V", "111656-V", "137362-V"]
грохнуть_VERB	["107093-V", "114103-V"]
грохнуть_VERB	["115116-V", "117948-V"]
грохнуть_VERB	["107093-V", "114089-V"]
грохнуть_VERB	["106456-V", "124590-V"]
грохнуть_VERB	["106938-V", "111022-V", "111656-V", "137362-V"]
грохнуть::со::смеху_VERB	["107093-V", "114089-V"]
грохнуть::со::смеху_VERB	["106456-V", "124590-V"]
грохотать_VERB	["107093-V", "107106-V", "113024-V"]
грубо::прикинуть_VERB	["106710-V", "106885-V"]
грузиться_VERB	["111882-V", "148753-V"]
грузиться_VERB	["106618-V", "113962-V", "118388-V"]
грунтовать_VERB	["107325-V", "107326-V", "146751-V"]
грызть_VERB	["110479-V", "115102-V"]
грызть_VERB	["110481-V", "114664-V"]
грызться_VERB	["118570-V", "124267-V"]
грязь::лить_VERB	["115208-V", "115212-V", "133925-V"]
грянуть_VERB	["107093-V", "107106-V", "113024-V"]
губить_VERB	["106483-V", "106531-V"]
гудеть_VERB	["106542-V", "134890-V"]
гудеть_VERB	["107093-V", "112574-V"]
гулять::на::стороне_VERB	["106649-V", "107675-V", "114189-V", "136176-V", "148420-V"]
гулять::на::стороне_VERB	["106665-V", "117315-V"]
давать::в::лапу_VERB	["106818-V", "106935-V", "142493-V"]
давать::в::лапу_VERB	["107592-V", "647-V", "660-V"]
давать::в::лапу_VERB	["116296-V", "116303-V"]
давать::взятку_VERB	["106818-V", "106935-V", "142493-V"]
давать::взятку_VERB	["107592-V", "647-V", "660-V"]
давать::взятку_VERB	["116296-V", "116303-V"]
давать::импульс_VERB	["116104-V", "118594-V"]
давать::импульс_VERB	["106878-V", "113220-V", "115880-V", "141730-V"]
давать::на::лапу_VERB	["106818-V", "106935-V", "142493-V"]
давать::на::лапу_VERB	["107592-V", "647-V", "660-V"]
давать::на::лапу_VERB	["116296-V", "116303-V"]
давать::надежду_VERB	["117696-V", "129710-V"]
давать::очередь_VERB	["148230-V", "2465-V"]
давать::пас_VERB	["111022-V", "144387-V", "148625-V"]
давать::росток_VERB	["111329-V", "116189-V", "120904-V"]
давать::стимул_VERB	["116104-V", "118594-V"]
давать::стимул_VERB	["106878-V", "113220-V", "115880-V", "141730-V"]
давать::телеграмму_VERB	["106542-V", "106876-V"]
давать::телеграмму_VERB	["107008-V", "119751-V"]
давать::течь_VERB	["111979-V", "116775-V"]
давать::течь_VERB	["107693-V", "112136-V"]
давить_VERB	["110478-V", "149898-V"]
давить_VERB	["106483-V", "106548-V", "111386-V"]
давить::морально_VERB	["110478-V", "149898-V"]
давить::насекомых_VERB	["106483-V", "106548-V", "111386-V"]
давиться_VERB	["111386-V", "142541-V", "7314-V"]
давиться_VERB	["130453-V", "150294-V"]
дакать_VERB	["106876-V", "106877-V", "106878-V", "107138-V", "107602-V", "153392-V"]
дарить_VERB	["106631-V", "116746-V"]
дарить::надежду_VERB	["117696-V", "129710-V"]
даровать_VERB	["106631-V", "116746-V"]
датировать_VERB	["106542-V", "116198-V"]
датировать_VERB	["107002-V", "107003-V", "111561-V", "126241-V", "145907-V"]
дать::в::лапу_VERB	["106818-V", "106935-V", "142493-V"]
дать::в::лапу_VERB	["107592-V", "647-V", "660-V"]
дать::в::лапу_VERB	["116296-V", "116303-V"]
дать::взятку_VERB	["106818-V", "106935-V", "142493-V"]
дать::взятку_VERB	["107592-V", "647-V", "660-V"]
дать::взятку_VERB	["116296-V", "116303-V"]
дать::импульс_VERB	["116104-V", "118594-V"]
дать::импульс_VERB	["106878-V", "113220-V", "115880-V", "141730-V"]
дать::на::лапу_VERB	["106818-V", "106935-V", "142493-V"]
дать::на::лапу_VERB	["107592-V", "647-V", "660-V"]
дать::на::лапу_VERB	["116296-V", "116303-V"]
дать::надежду_VERB	["117696-V", "129710-V"]
дать::отстояться_VERB	["106817-V", "118036-V", "125817-V"]
дать::очередь_VERB	["148230-V", "2465-V"]
дать::пас_VERB	["111022-V", "144387-V", "148625-V"]
дать::росток_VERB	["111329-V", "116189-V", "120904-V"]
дать::стимул_VERB	["116104-V", "118594-V"]
дать::стимул_VERB	["106878-V", "113220-V", "115880-V", "141730-V"]
дать::телеграмму_VERB	["106542-V", "106876-V"]
дать::телеграмму_VERB	["107008-V", "119751-V"]
дать::течь_VERB	["111979-V", "116775-V"]
дать::течь_VERB	["107693-V", "112136-V"]
дать::толчок_VERB	["116104-V", "118594-V"]
дать::толчок_VERB	["106878-V", "113220-V", "115880-V", "141730-V"]
двигаться::по::службе_VERB	["106701-V", "137389-V"]
двигаться::по::службе_VERB	["117937-V", "125687-V", "7260-V", "7589-V"]
дебатировать_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
деблокировать_VERB	["107175-V", "122206-V", "153231-V"]
дебоширить_VERB	["106504-V", "107214-V", "107328-V", "111611-V", "121086-V", "126002-V", "130564-V"]
дебоширить_VERB	["106548-V", "119595-V", "122242-V", "125197-V"]
дебютировать_VERB	["110440-V", "112564-V"]
дебютировать_VERB	["107441-V", "118698-V"]
дегазировать_VERB	["114441-V", "128431-V"]
дегазировать_VERB	["108870-V", "110908-V"]
дегустировать_VERB	["106934-V", "111593-V"]
дезавуировать_VERB	["117915-V", "117916-V"]
дезавуировать_VERB	["106540-V", "106542-V"]
дезактивировать_VERB	["106483-V", "114441-V", "120406-V", "128431-V", "144157-V", "6444-V"]
дезактивировать_VERB	["116118-V", "4661-V"]
дезертировать_VERB	["107318-V", "107592-V", "111260-V", "111281-V", "117315-V", "647-V"]
дезодорировать_VERB	["106631-V", "106632-V"]
дезорганизовать_VERB	["106634-V", "111493-V", "124141-V", "128595-V", "130806-V"]
дезорганизовать_VERB	["106531-V", "106665-V"]
дезорганизовывать_VERB	["106634-V", "111493-V", "124141-V", "128595-V", "130806-V"]
дезорганизовывать_VERB	["106531-V", "106665-V"]
действовать::на::нервы_VERB	["115104-V", "129710-V"]
действовать::на::нервы_VERB	["114934-V", "149898-V"]
декламировать_VERB	["107094-V", "110440-V", "110444-V"]
деколонизировать_VERB	["106501-V", "106607-V", "7237-V"]
деколонизовать_VERB	["106501-V", "106607-V", "7237-V"]
декоративно::оформить_VERB	["106632-V", "109444-V", "111769-V", "112042-V"]
декоративно::оформлять_VERB	["106632-V", "109444-V", "111769-V", "112042-V"]
декорировать_VERB	["106632-V", "109444-V", "111769-V", "112042-V"]
декриминализировать_VERB	["124108-V", "129343-V"]
декриминализировать::деяние_VERB	["124108-V", "129343-V"]
делать::глазки_VERB	["106648-V", "123562-V"]
делать::запрос_VERB	["107374-V", "116737-V"]
делать::затяжку_VERB	["115221-V", "115824-V"]
делать::маникюр_VERB	["110437-V", "111724-V"]
делать::наколку_VERB	["107002-V", "111881-V", "123892-V"]
делать::нарезку_VERB	["129756-V", "134197-V"]
делать::обувь_VERB	["106495-V", "110801-V"]
делать::открытие_VERB	["106709-V", "106710-V"]
делать::открытие_VERB	["117371-V", "120812-V"]
делать::открытие_VERB	["117028-V", "130882-V"]
делать::пас_VERB	["111022-V", "144387-V", "148625-V"]
делать::перекур_VERB	["129802-V", "1489-V"]
делать::пересадку_VERB	["106631-V", "106682-V"]
делать::подлость_VERB	["106548-V", "114762-V", "120535-V"]
делать::подлость_VERB	["106504-V", "111260-V"]
делать::пропил_VERB	["106493-V", "111853-V"]
делать::расчет_VERB	["106710-V", "106885-V", "111735-V"]
делать::расчет_VERB	["106860-V", "106883-V"]
делать::счастливым_VERB	["110476-V", "149898-V"]
делать::тату_VERB	["107002-V", "111881-V", "123892-V"]
делать::татуировку_VERB	["107002-V", "111881-V", "123892-V"]
делать::чай_VERB	["111413-V", "131071-V"]
делегировать_VERB	["112548-V", "115575-V", "119751-V"]
делегировать::представителей_VERB	["112548-V", "115575-V", "119751-V"]
делегировать::своих::представителей_VERB	["112548-V", "115575-V", "119751-V"]
делить_VERB	["118193-V", "118282-V", "125811-V"]
делить_VERB	["106497-V", "106646-V"]
делить_VERB	["106710-V", "106885-V", "111735-V"]
делиться_VERB	["118193-V", "118282-V", "125811-V"]
делиться_VERB	["106497-V", "106646-V"]
делиться::своим_VERB	["118193-V", "118282-V", "125811-V"]
делиться::своим_VERB	["106497-V", "106646-V"]
демагогствовать_VERB	["118140-V", "125031-V"]
демеркуризировать_VERB	["107417-V", "112139-V"]
демобилизовать_VERB	["117914-V", "121284-V", "145935-V", "148420-V", "7142-V", "868-V"]
демобилизоваться_VERB	["117914-V", "121284-V", "145935-V", "148420-V", "7142-V", "868-V"]
демобилизовывать_VERB	["117914-V", "121284-V", "145935-V", "148420-V", "7142-V", "868-V"]
демократизировать_VERB	["106501-V", "106607-V", "7237-V"]
демократизировать_VERB	["106629-V", "106785-V", "7936-V"]
демократизироваться_VERB	["106501-V", "106607-V", "7237-V"]
демократизироваться_VERB	["106629-V", "106785-V", "7936-V"]
демонтировать_VERB	["112073-V", "112074-V"]
деноминировать_VERB	["106501-V", "106607-V", "7237-V"]
денонсировать_VERB	["118718-V", "149129-V"]
деньги::грести::лопатой_VERB	["113796-V", "120726-V", "127060-V"]
деньги::отмываются_VERB	["118698-V"]
деньги::отмываются_VERB	["106715-V", "147852-V"]
деньги::отмываются_VERB	["124108-V", "129343-V"]
депортировать_VERB	["106504-V", "111260-V", "112548-V", "112933-V", "115247-V", "137167-V"]
депортировать::на::родину_VERB	["106504-V", "111260-V", "112548-V", "112933-V", "115247-V", "137167-V"]
дергать_VERB	["106938-V", "117094-V"]
дерегулировать_VERB	["106501-V", "106531-V", "106540-V", "106607-V", "106629-V", "106785-V", "121244-V", "122206-V", "122207-V", "7237-V", "7936-V"]
держать_VERB	["106626-V", "110437-V"]
держать_VERB	["115593-V", "115594-V"]
держать::в::себе_VERB	["106626-V", "110437-V"]
держать::оборону_VERB	["106595-V", "106597-V"]
держать::под::колпаком_VERB	["106916-V", "118347-V"]
держать::язык::за::зубами_VERB	["110437-V", "118765-V"]
держать::язык::за::зубами_VERB	["118711-V", "124388-V"]
держаться_VERB	["106504-V", "118433-V", "145869-V"]
дернуть_VERB	["106938-V", "117094-V"]
десантировать_VERB	["115672-V", "119751-V", "119772-V"]
десантировать_VERB	["114452-V", "117911-V", "129197-V"]
десантироваться_VERB	["115672-V", "119751-V", "119772-V"]
десантироваться_VERB	["114452-V", "117911-V", "129197-V"]
дестабилизировать_VERB	["106531-V", "106665-V"]
детализировать_VERB	["123550-V", "126040-V"]
детализировать_VERB	["119670-V", "146965-V"]
детонировать_VERB	["118380-V", "3758-V"]
децентрализовать_VERB	["106585-V", "107410-V", "120490-V"]
диагностировать_VERB	["106710-V", "146896-V"]
диагносцировать_VERB	["106710-V", "146896-V"]
диверсифицировать_VERB	["106631-V", "112069-V"]
дирижировать_VERB	["106607-V", "145757-V"]
дисквалифицировать_VERB	["106504-V", "112933-V", "114372-V", "118698-V", "125028-V", "143921-V"]
дисквалифицироваться_VERB	["106504-V", "112933-V", "114372-V", "118698-V", "125028-V", "143921-V"]
дискуссировать_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
дискутировать_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
диспутировать_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
диссидентствовать_VERB	["107137-V", "117017-V"]
диссидентствовать_VERB	["114426-V", "115796-V"]
диссидентствовать_VERB	["106853-V", "106880-V", "106881-V"]
диссидентствовать_VERB	["106501-V"]
дистанцировать_VERB	["117017-V", "117765-V"]
дистанцировать::от::себя_VERB	["117017-V", "117765-V"]
дистанцировать::себя_VERB	["117017-V", "117765-V"]
дистанцироваться_VERB	["117017-V", "117765-V"]
дисциплинировать_VERB	["106817-V", "114819-V"]
дичиться_VERB	["118449-V", "119702-V"]
дичиться_VERB	["116921-V", "118302-V"]
добивать::выстрелом_VERB	["111386-V", "111387-V", "118055-V"]
добить::выстрелом_VERB	["111386-V", "111387-V", "118055-V"]
добривать_VERB	["107412-V", "110832-V", "112080-V", "112810-V"]
добривать_VERB	["118698-V"]
добрить_VERB	["107412-V", "110832-V", "112080-V", "112810-V"]
добрить_VERB	["118698-V"]
добывать::газ_VERB	["106495-V", "142753-V"]
добывать::газ_VERB	["112640-V", "149096-V"]
добывать::нефть_VERB	["110916-V", "112640-V", "149096-V"]
добывать::природный::газ_VERB	["106495-V", "142753-V"]
добывать::природный::газ_VERB	["112640-V", "149096-V"]
добыть::газ_VERB	["106495-V", "142753-V"]
добыть::газ_VERB	["112640-V", "149096-V"]
добыть::нефть_VERB	["110916-V", "112640-V", "149096-V"]
добыть::природный::газ_VERB	["106495-V", "142753-V"]
добыть::природный::газ_VERB	["112640-V", "149096-V"]
доверить_VERB	["106866-V", "116820-V", "121095-V"]
доверить::душу_VERB	["106540-V", "106542-V", "106886-V", "106887-V", "115598-V", "117919-V", "117920-V", "118138-V", "118139-V", "123814-V", "142158-V"]
доверить::мысли_VERB	["106540-V", "106542-V", "106886-V", "106887-V", "115598-V", "117919-V", "117920-V", "118138-V", "118139-V", "123814-V", "142158-V"]
доверить::свои::мысли_VERB	["106540-V", "106542-V", "106886-V", "106887-V", "115598-V", "117919-V", "117920-V", "118138-V", "118139-V", "123814-V", "142158-V"]
доверить::свою::душу_VERB	["106540-V", "106542-V", "106886-V", "106887-V", "115598-V", "117919-V", "117920-V", "118138-V", "118139-V", "123814-V", "142158-V"]
довериться_VERB	["106540-V", "106542-V", "106886-V", "106887-V", "115598-V", "117919-V", "117920-V", "118138-V", "118139-V", "123814-V", "142158-V"]
довериться_VERB	["106457-V", "118698-V"]
довериться_VERB	["117975-V", "117976-V"]
доверять_VERB	["106866-V", "116820-V", "121095-V"]
доверяться_VERB	["106457-V", "118698-V"]
доверяться_VERB	["117975-V", "117976-V"]
довести::до::белого::каления_VERB	["115820-V", "117994-V"]
довести::до::кипения_VERB	["108948-V", "110888-V"]
довести::до::ума_VERB	["106534-V", "106631-V", "117035-V"]
довести::до::ума_VERB	["112145-V", "114999-V"]
доводить_VERB	["106534-V", "106631-V", "117035-V"]
доводить_VERB	["112145-V", "114999-V"]
доводить::до::белого::каления_VERB	["115820-V", "117994-V"]
доводить::до::кипения_VERB	["108948-V", "110888-V"]
доводить::до::ума_VERB	["106534-V", "106631-V", "117035-V"]
доводить::до::ума_VERB	["112145-V", "114999-V"]
доглядеть_VERB	["106472-V", "106595-V", "118621-V"]
догнать_VERB	["115672-V", "115694-V", "116398-V"]
догнать::до_VERB	["115672-V", "115694-V", "116398-V"]
договариваться_VERB	["106548-V", "154983-V"]
договориться_VERB	["106548-V", "154983-V"]
договориться::до::крайностей_VERB	["106548-V", "154983-V"]
догонять_VERB	["115672-V", "115694-V", "116398-V"]
догонять::до_VERB	["115672-V", "115694-V", "116398-V"]
дожать_VERB	["110910-V", "110916-V", "115594-V"]
дозировать_VERB	["107417-V", "130883-V"]
доиграться_VERB	["106634-V", "111369-V", "111370-V"]
доигрываться_VERB	["106634-V", "111369-V", "111370-V"]
доить_VERB	["106501-V"]
доить_VERB	["112263-V", "114245-V"]
доиться_VERB	["106501-V"]
доиться_VERB	["112263-V", "114245-V"]
доказать_VERB	["129183-V", "130887-V", "130889-V"]
доказать_VERB	["106868-V", "106869-V", "106876-V"]
доказывать_VERB	["129183-V", "130887-V", "130889-V"]
доказывать_VERB	["106868-V", "106869-V", "106876-V"]
доказываться_VERB	["129183-V", "130887-V", "130889-V"]
доказываться_VERB	["106868-V", "106869-V", "106876-V"]
докапываться_VERB	["117371-V", "118282-V"]
докатить_VERB	["106938-V", "115672-V"]
докатиться_VERB	["106542-V", "119127-V", "139811-V", "1885-V"]
докатывать_VERB	["106938-V", "115672-V"]
докопаться_VERB	["117371-V", "118282-V"]
докрикиваться_VERB	["130876-V", "154910-V"]
докрикиваться_VERB	["106548-V", "154983-V"]
докричаться_VERB	["130876-V", "154910-V"]
докричаться_VERB	["106548-V", "154983-V"]
докупать_VERB	["108824-V", "111766-V", "111845-V"]
