word	synsets
отзывать::обратно_VERB	["106817-V", "121553-V", "107692-V"]
отзывать::назад_VERB	["106817-V", "121553-V", "107692-V"]
отзывать_VERB	["106817-V", "121553-V", "107692-V"]
отозвать::обратно_VERB	["106817-V", "121553-V", "107692-V"]
выкупать_VERB	["106811-V", "112280-V"]
выкупить_VERB	["106811-V", "112280-V"]
выкупать_VERB	["106817-V", "121553-V", "107692-V"]
выкупить_VERB	["106817-V", "121553-V", "107692-V"]
рекогносцировать_VERB	["107579-V", "106901-V"]
рекогносцировать_VERB	["2602-V", "106501-V", "142340-V"]
завербовать::агентов_VERB	["6521-V", "124129-V", "106818-V"]
вербовать::агентуру_VERB	["6521-V", "124129-V", "106818-V"]
завербовать_VERB	["6521-V", "124129-V", "106818-V"]
вербовать::агентов_VERB	["6521-V", "124129-V", "106818-V"]
вербовать_VERB	["6521-V", "124129-V", "106818-V"]
завербовать::агентов_VERB	["2602-V", "106501-V", "142340-V"]
вербовать::агентуру_VERB	["2602-V", "106501-V", "142340-V"]
завербовать_VERB	["2602-V", "106501-V", "142340-V"]
вербовать::агентов_VERB	["2602-V", "106501-V", "142340-V"]
вербовать_VERB	["2602-V", "106501-V", "142340-V"]
сделать::перекур_VERB	["1489-V", "129802-V"]
делать::перекур_VERB	["1489-V", "129802-V"]
перекуривать_VERB	["1489-V", "129802-V"]
перекурить_VERB	["1489-V", "129802-V"]
рассорить_VERB	["107409-V", "108870-V", "112855-V", "134408-V", "136941-V"]
перессорить_VERB	["107409-V", "108870-V", "112855-V", "134408-V", "136941-V"]
ссорить_VERB	["107409-V", "108870-V", "112855-V", "134408-V", "136941-V"]
поссорить_VERB	["107409-V", "108870-V", "112855-V", "134408-V", "136941-V"]
рассорить_VERB	["148983-V", "111369-V"]
перессорить_VERB	["148983-V", "111369-V"]
ссорить_VERB	["148983-V", "111369-V"]
поссорить_VERB	["148983-V", "111369-V"]
стравить::друг::с::другом_VERB	["106535-V", "117284-V", "137404-V"]
натравить::друг::на::друга_VERB	["106535-V", "117284-V", "137404-V"]
натравить_VERB	["106535-V", "117284-V", "137404-V"]
натравливать_VERB	["106535-V", "117284-V", "137404-V"]
натравливать::друг::на::друга_VERB	["106535-V", "117284-V", "137404-V"]
натравлять_VERB	["106535-V", "117284-V", "137404-V"]
науськать_VERB	["106535-V", "117284-V", "137404-V"]
науськивать_VERB	["106535-V", "117284-V", "137404-V"]
стравить_VERB	["106535-V", "117284-V", "137404-V"]
стравливать_VERB	["106535-V", "117284-V", "137404-V"]
стравлять_VERB	["106535-V", "117284-V", "137404-V"]
стравить::друг::с::другом_VERB	["148983-V", "111369-V"]
натравить::друг::на::друга_VERB	["148983-V", "111369-V"]
натравить_VERB	["148983-V", "111369-V"]
натравливать_VERB	["148983-V", "111369-V"]
натравливать::друг::на::друга_VERB	["148983-V", "111369-V"]
натравлять_VERB	["148983-V", "111369-V"]
науськать_VERB	["148983-V", "111369-V"]
науськивать_VERB	["148983-V", "111369-V"]
стравить_VERB	["148983-V", "111369-V"]
стравливать_VERB	["148983-V", "111369-V"]
стравлять_VERB	["148983-V", "111369-V"]
выдавить_VERB	["111371-V", "110910-V", "113672-V"]
выдавливать_VERB	["111371-V", "110910-V", "113672-V"]
отреставрировать_VERB	["106631-V", "111954-V", "129710-V"]
реставрировать_VERB	["106631-V", "111954-V", "129710-V"]
рекультивировать_VERB	["106631-V", "116118-V", "4661-V", "112242-V", "129710-V", "111954-V"]
рекультивировать_VERB	["120546-V", "133804-V"]
рекультивировать_VERB	["4167-V", "4168-V"]
воскресить_VERB	["106631-V", "111954-V", "129710-V"]
возродить_VERB	["106631-V", "111954-V", "129710-V"]
возродить::забытое_VERB	["106631-V", "111954-V", "129710-V"]
возрождать_VERB	["106631-V", "111954-V", "129710-V"]
возрождать::забытое_VERB	["106631-V", "111954-V", "129710-V"]
воскресить::забытое_VERB	["106631-V", "111954-V", "129710-V"]
воскресить::утраченное_VERB	["106631-V", "111954-V", "129710-V"]
воскрешать_VERB	["106631-V", "111954-V", "129710-V"]
поправлять_VERB	["106631-V", "111954-V", "129710-V"]
поправить_VERB	["106631-V", "111954-V", "129710-V"]
освежать_VERB	["106631-V", "111954-V", "129710-V"]
освежить_VERB	["106631-V", "111954-V", "129710-V"]
освежить::цвет_VERB	["106631-V", "111954-V", "129710-V"]
освежить::окраску_VERB	["106631-V", "111954-V", "129710-V"]
реконструировать_VERB	["106631-V", "111954-V", "129710-V"]
воссоединить_VERB	["106631-V", "111954-V", "129710-V"]
воссоединять_VERB	["106631-V", "111954-V", "129710-V"]
воссоединить_VERB	["106557-V", "106493-V"]
воссоединять_VERB	["106557-V", "106493-V"]
успокоить::дыхание_VERB	["106631-V", "111954-V", "129710-V"]
успокаивать::дыхание_VERB	["106631-V", "111954-V", "129710-V"]
перевести::дух_VERB	["106631-V", "111954-V", "129710-V"]
перевести::дыхание_VERB	["106631-V", "111954-V", "129710-V"]
восстанавливать::дыхание_VERB	["106631-V", "111954-V", "129710-V"]
восстановить::дыхание_VERB	["106631-V", "111954-V", "129710-V"]
отдышаться_VERB	["106631-V", "111954-V", "129710-V"]
оттереть_VERB	["106631-V", "111954-V", "129710-V"]
оттирать_VERB	["106631-V", "111954-V", "129710-V"]
оттереть_VERB	["115941-V", "115942-V"]
оттирать_VERB	["115941-V", "115942-V"]
прозреть_VERB	["106631-V", "111954-V", "129710-V"]
вернуть::зрение_VERB	["106631-V", "111954-V", "129710-V"]
зрение::вернулось_VERB	["106631-V", "111954-V", "129710-V"]
прозревать_VERB	["106631-V", "111954-V", "129710-V"]
переохлаждать_VERB	["106638-V", "111104-V"]
переохладить_VERB	["106638-V", "111104-V"]
переохлаждать_VERB	["122242-V", "127475-V"]
переохладить_VERB	["122242-V", "127475-V"]
выстудить::помещение_VERB	["106638-V", "111104-V"]
выстуживать_VERB	["106638-V", "111104-V"]
выстудить_VERB	["106638-V", "111104-V"]
выхолодить_VERB	["106638-V", "111104-V"]
выхолаживать_VERB	["106638-V", "111104-V"]
прикармливать_VERB	["127260-V", "114819-V", "120136-V"]
прикормить_VERB	["127260-V", "114819-V", "120136-V"]
прикармливать_VERB	["118595-V", "115855-V", "126156-V"]
прикормить_VERB	["118595-V", "115855-V", "126156-V"]
прикармливать_VERB	["106811-V", "118860-V", "111862-V"]
прикормить_VERB	["106811-V", "118860-V", "111862-V"]
мариноваться_VERB	["106533-V", "115978-V", "106531-V"]
замариновать_VERB	["106533-V", "115978-V", "106531-V"]
мариновать_VERB	["106533-V", "115978-V", "106531-V"]
промариновать_VERB	["106533-V", "115978-V", "106531-V"]
упаковать::файл_VERB	["115759-V", "106819-V"]
упаковывать::файл_VERB	["115759-V", "106819-V"]
сжимать::файл_VERB	["115759-V", "106819-V"]
сжать::файл_VERB	["115759-V", "106819-V"]
заархивировать::файл_VERB	["115759-V", "106819-V"]
заархивировать_VERB	["115759-V", "106819-V"]
архивировать::файл_VERB	["115759-V", "106819-V"]
архивировать_VERB	["115759-V", "106819-V"]
проветривать_VERB	["121475-V", "128603-V", "128605-V"]
проветрить_VERB	["121475-V", "128603-V", "128605-V"]
проветрить::мозг_VERB	["121475-V", "128603-V", "128605-V"]
проветриться_VERB	["121475-V", "128603-V", "128605-V"]
проветрить::голову_VERB	["121475-V", "128603-V", "128605-V"]
проветривать_VERB	["116934-V", "111954-V"]
проветрить_VERB	["116934-V", "111954-V"]
проветрить::мозг_VERB	["116934-V", "111954-V"]
проветриться_VERB	["116934-V", "111954-V"]
проветрить::голову_VERB	["116934-V", "111954-V"]
бомбить_VERB	["118698-V", "4547-V", "1664-V"]
подвергать::бомбардировке_VERB	["118698-V", "4547-V", "1664-V"]
отбомбиться_VERB	["118698-V", "4547-V", "1664-V"]
бомбардировать_VERB	["118698-V", "4547-V", "1664-V"]
бомбить_VERB	["111022-V", "113769-V"]
подвергать::бомбардировке_VERB	["111022-V", "113769-V"]
отбомбиться_VERB	["111022-V", "113769-V"]
бомбардировать_VERB	["111022-V", "113769-V"]
прикрывать_VERB	["106597-V", "106595-V"]
прикрыть_VERB	["106597-V", "106595-V"]
прикрываться_VERB	["106597-V", "106595-V"]
прикрывать_VERB	["118698-V", "4547-V", "1664-V"]
прикрыть_VERB	["118698-V", "4547-V", "1664-V"]
прикрываться_VERB	["118698-V", "4547-V", "1664-V"]
партизанские::методы::ведения::войны_VERB	["120576-V", "106882-V", "114426-V"]
партизанские::методы::ведения::войны_VERB	["118698-V", "4547-V", "1664-V"]
партизанские::методы::ведения::войны_VERB	["106501-V"]
увольняться::в::отставку_VERB	["868-V", "7142-V", "7225-V", "7244-V", "7233-V"]
уволиться::в::отставку_VERB	["868-V", "7142-V", "7225-V", "7244-V", "7233-V"]
выходить::в::отставку_VERB	["868-V", "7142-V", "7225-V", "7244-V", "7233-V"]
выйти::в::отставку_VERB	["868-V", "7142-V", "7225-V", "7244-V", "7233-V"]
кассировать_VERB	["106494-V"]
кассировать_VERB	["120004-V", "145128-V"]
расселять_VERB	["106938-V", "106585-V", "115447-V", "106700-V", "106698-V"]
расселить_VERB	["106938-V", "106585-V", "115447-V", "106700-V", "106698-V"]
образумливать_VERB	["124452-V", "145757-V", "107123-V"]
отрезвить_VERB	["124452-V", "145757-V", "107123-V"]
урезонить_VERB	["124452-V", "145757-V", "107123-V"]
урезонивать_VERB	["124452-V", "145757-V", "107123-V"]
отрезвлять_VERB	["124452-V", "145757-V", "107123-V"]
образумить_VERB	["124452-V", "145757-V", "107123-V"]
образумливать_VERB	["116244-V", "106535-V"]
отрезвить_VERB	["116244-V", "106535-V"]
урезонить_VERB	["116244-V", "106535-V"]
урезонивать_VERB	["116244-V", "106535-V"]
отрезвлять_VERB	["116244-V", "106535-V"]
образумить_VERB	["116244-V", "106535-V"]
поправляться_VERB	["111361-V", "111360-V", "111362-V"]
поправиться_VERB	["111361-V", "111360-V", "111362-V"]
корректировать_VERB	["111361-V", "111360-V", "111362-V"]
корректировать::огонь_VERB	["111361-V", "111360-V", "111362-V"]
корректировать::стрельбу_VERB	["111361-V", "111360-V", "111362-V"]
корректироваться_VERB	["111361-V", "111360-V", "111362-V"]
откорректировать_VERB	["111361-V", "111360-V", "111362-V"]
корректировать_VERB	["114502-V", "145755-V"]
корректировать::огонь_VERB	["114502-V", "145755-V"]
корректировать::стрельбу_VERB	["114502-V", "145755-V"]
корректироваться_VERB	["114502-V", "145755-V"]
откорректировать_VERB	["114502-V", "145755-V"]
торжественно::вручить_VERB	["106935-V", "144578-V", "7830-V", "119510-V"]
торжественно::вручать_VERB	["106935-V", "144578-V", "7830-V", "119510-V"]
преподносить_VERB	["106935-V", "144578-V", "7830-V", "119510-V"]
преподнести_VERB	["106935-V", "144578-V", "7830-V", "119510-V"]
перестроить_VERB	["106631-V", "106785-V"]
перестроиться::на::новый::лад_VERB	["106631-V", "106785-V"]
перестроить::систему_VERB	["106631-V", "106785-V"]
перестраивать_VERB	["106631-V", "106785-V"]
перестраивать::систему_VERB	["106631-V", "106785-V"]
перекраивать_VERB	["106631-V", "106785-V"]
перекроить_VERB	["106631-V", "106785-V"]
исповедаться_VERB	["106540-V", "120154-V", "115598-V", "115963-V"]
исповедать::грех_VERB	["106540-V", "120154-V", "115598-V", "115963-V"]
исповедовать::грех_VERB	["106540-V", "120154-V", "115598-V", "115963-V"]
исповедоваться_VERB	["106540-V", "120154-V", "115598-V", "115963-V"]
исповедоваться::в::церкви_VERB	["106540-V", "120154-V", "115598-V", "115963-V"]
огорашивать_VERB	["116240-V", "110478-V", "149898-V"]
огорошивать_VERB	["116240-V", "110478-V", "149898-V"]
огорошить_VERB	["116240-V", "110478-V", "149898-V"]
давить::морально_VERB	["110478-V", "149898-V"]
гнести_VERB	["110478-V", "149898-V"]
давить_VERB	["110478-V", "149898-V"]
морально::давить_VERB	["110478-V", "149898-V"]
подавить_VERB	["110478-V", "149898-V"]
подавлять_VERB	["110478-V", "149898-V"]
приводить::в::подавленное::состояние_VERB	["110478-V", "149898-V"]
раздавить_VERB	["110478-V", "149898-V"]
раздавить::морально_VERB	["110478-V", "149898-V"]
тяготить_VERB	["110478-V", "149898-V"]
тяготиться_VERB	["110478-V", "149898-V"]
тяготить::чувство_VERB	["110478-V", "149898-V"]
угнетать_VERB	["110478-V", "149898-V"]
удручать_VERB	["110478-V", "149898-V"]
удручить_VERB	["110478-V", "149898-V"]
платить::по::долговым::обязательствам_VERB	["112280-V", "144001-V", "137731-V", "106811-V", "7235-V"]
эмитировать_VERB	["152470-V", "113004-V"]
фасовать_VERB	["107410-V", "113157-V"]
расфасовать_VERB	["107410-V", "113157-V"]
расфасовывать_VERB	["107410-V", "113157-V"]
фасовать::товар_VERB	["107410-V", "113157-V"]
фасовать_VERB	["9469-V", "116345-V"]
расфасовать_VERB	["9469-V", "116345-V"]
расфасовывать_VERB	["9469-V", "116345-V"]
фасовать::товар_VERB	["9469-V", "116345-V"]
разрушить::бомбежкой_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разбомбить_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
уничтожить::бомбежкой_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
изламывать_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
разворотить_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
разламывать_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
разламывать::на::части_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
разломать_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
изломать_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
разломать::на::части_VERB	["111371-V", "106483-V", "111950-V", "111951-V", "111369-V"]
развалить_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разваливать_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разнести_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разнести::на::части_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разгромить_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разносить::на::части_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
раздолбать_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
громить_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
разносить_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
опустошить_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
приводить::к::опустошению_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
приводить::в::запустение_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
привести::к::опустошению_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
привести::в::запустение_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
опустошать_VERB	["111371-V", "106483-V", "111950-V", "111951-V"]
опустошить_VERB	["121426-V", "152490-V"]
приводить::к::опустошению_VERB	["121426-V", "152490-V"]
приводить::в::запустение_VERB	["121426-V", "152490-V"]
привести::к::опустошению_VERB	["121426-V", "152490-V"]
привести::в::запустение_VERB	["121426-V", "152490-V"]
опустошать_VERB	["121426-V", "152490-V"]
нереститься_VERB	["115730-V", "127089-V"]
потренироваться_VERB	["118369-V", "1604-V", "118370-V"]
натренироваться_VERB	["118369-V", "1604-V", "118370-V"]
тренироваться_VERB	["118369-V", "1604-V", "118370-V"]
выпалывать_VERB	["114441-V", "121100-V"]
выполоть_VERB	["114441-V", "121100-V"]
дополоть_VERB	["114441-V", "121100-V"]
пропалывать_VERB	["114441-V", "121100-V"]
прополоть_VERB	["114441-V", "121100-V"]
допалывать_VERB	["114441-V", "121100-V"]
полоть_VERB	["114441-V", "121100-V"]
выпалывать_VERB	["106483-V", "106501-V", "145014-V"]
выполоть_VERB	["106483-V", "106501-V", "145014-V"]
дополоть_VERB	["106483-V", "106501-V", "145014-V"]
пропалывать_VERB	["106483-V", "106501-V", "145014-V"]
прополоть_VERB	["106483-V", "106501-V", "145014-V"]
допалывать_VERB	["106483-V", "106501-V", "145014-V"]
полоть_VERB	["106483-V", "106501-V", "145014-V"]
выкатывать_VERB	["115981-V", "115136-V", "130447-V"]
выкатываться_VERB	["115981-V", "115136-V", "130447-V"]
выкатить_VERB	["115981-V", "115136-V", "130447-V"]
выкатиться_VERB	["115981-V", "115136-V", "130447-V"]
выкатывать_VERB	["111329-V"]
выкатываться_VERB	["111329-V"]
выкатить_VERB	["111329-V"]
выкатиться_VERB	["111329-V"]
отъезжать_VERB	["115981-V", "115136-V", "130447-V"]
отъехать_VERB	["115981-V", "115136-V", "130447-V"]
отъезжать_VERB	["106587-V", "111045-V"]
отъехать_VERB	["106587-V", "111045-V"]
ассоциировать_VERB	["125092-V", "125093-V", "106557-V"]
вылизывать_VERB	["107010-V", "107011-V"]
вылизать_VERB	["107010-V", "107011-V"]
вылизывать_VERB	["111903-V", "111902-V"]
вылизать_VERB	["111903-V", "111902-V"]
вылизывать_VERB	["118698-V", "123435-V"]
вылизать_VERB	["118698-V", "123435-V"]
перегрызать_VERB	["113619-V", "107410-V"]
разгрызть_VERB	["113619-V", "107410-V"]
разгрызать_VERB	["113619-V", "107410-V"]
перегрызть_VERB	["113619-V", "107410-V"]
трезвонить::в::колокола_VERB	["123878-V", "107386-V", "116633-V"]
трезвонить_VERB	["123878-V", "107386-V", "116633-V"]
украшать_VERB	["106632-V", "106631-V"]
украсить_VERB	["106632-V", "106631-V"]
украсить::своим::присутствием_VERB	["106632-V", "106631-V"]
украсить::собой_VERB	["106632-V", "106631-V"]
украшать::собой_VERB	["106632-V", "106631-V"]
украшать_VERB	["106947-V", "132789-V"]
украсить_VERB	["106947-V", "132789-V"]
украсить::своим::присутствием_VERB	["106947-V", "132789-V"]
украсить::собой_VERB	["106947-V", "132789-V"]
украшать::собой_VERB	["106947-V", "132789-V"]
комиссовать_VERB	["117915-V", "117916-V"]
разгрузить_VERB	["117915-V", "117916-V"]
снимать::груз::ответственности_VERB	["117915-V", "117916-V"]
снизить::нагрузку_VERB	["117915-V", "117916-V"]
снять::груз::ответственности_VERB	["117915-V", "117916-V"]
снять::груз::с::плеч_VERB	["117915-V", "117916-V"]
снимать::груз::с::плеч_VERB	["117915-V", "117916-V"]
разгружать_VERB	["117915-V", "117916-V"]
снижать::нагрузку_VERB	["117915-V", "117916-V"]
дезавуировать_VERB	["117915-V", "117916-V"]
дезавуировать_VERB	["106542-V", "106540-V"]
прощать_VERB	["117915-V", "117916-V"]
простить_VERB	["117915-V", "117916-V"]
простить::задолженность_VERB	["117915-V", "117916-V"]
простить::долг_VERB	["117915-V", "117916-V"]
прощать::долг_VERB	["117915-V", "117916-V"]
бунтовать_VERB	["106977-V", "106877-V", "106880-V"]
восставать_VERB	["106977-V", "106877-V", "106880-V"]
восстать_VERB	["106977-V", "106877-V", "106880-V"]
взбунтоваться_VERB	["106977-V", "106877-V", "106880-V"]
бунтовать_VERB	["123492-V", "106882-V"]
восставать_VERB	["123492-V", "106882-V"]
восстать_VERB	["123492-V", "106882-V"]
взбунтоваться_VERB	["123492-V", "106882-V"]
подсказывать_VERB	["106807-V", "106817-V"]
подсказать_VERB	["106807-V", "106817-V"]
подсказываться_VERB	["106807-V", "106817-V"]
подсказывать_VERB	["106876-V", "107094-V"]
подсказать_VERB	["106876-V", "107094-V"]
подсказываться_VERB	["106876-V", "107094-V"]
тыкать_VERB	["153392-V", "120509-V", "107094-V"]
тыкать::в::нос_VERB	["153392-V", "120509-V", "107094-V"]
тыкать::носом_VERB	["153392-V", "120509-V", "107094-V"]
постоянно::напоминать_VERB	["153392-V", "120509-V", "107094-V"]
тыкать_VERB	["106807-V", "106817-V"]
тыкать::в::нос_VERB	["106807-V", "106817-V"]
тыкать::носом_VERB	["106807-V", "106817-V"]
постоянно::напоминать_VERB	["106807-V", "106817-V"]
тыкать_VERB	["106877-V", "106809-V"]
тыкать::в::нос_VERB	["106877-V", "106809-V"]
тыкать::носом_VERB	["106877-V", "106809-V"]
постоянно::напоминать_VERB	["106877-V", "106809-V"]
плести::бисером_VERB	["106495-V", "106557-V", "111466-V"]
сплести::из::бисера_VERB	["106495-V", "106557-V", "111466-V"]
плести::из::бисера_VERB	["106495-V", "106557-V", "111466-V"]
плести::бисером_VERB	["134697-V", "144303-V", "135156-V", "134618-V", "106501-V", "840-V"]
сплести::из::бисера_VERB	["134697-V", "144303-V", "135156-V", "134618-V", "106501-V", "840-V"]
плести::из::бисера_VERB	["134697-V", "144303-V", "135156-V", "134618-V", "106501-V", "840-V"]
предчувствовать_VERB	["117032-V", "118770-V", "115293-V"]
предчувствовать_VERB	["150230-V", "116921-V"]
предчувствовать_VERB	["117028-V", "106678-V", "145863-V"]
подплывать_VERB	["111594-V", "111978-V"]
подплыть_VERB	["111594-V", "111978-V"]
подплыть::ближе_VERB	["111594-V", "111978-V"]
приблизиться::скачками_VERB	["111594-V", "111978-V"]
подскакивать_VERB	["111594-V", "111978-V"]
подскочить_VERB	["111594-V", "111978-V"]
подступать_VERB	["111594-V", "111978-V"]
подступить_VERB	["111594-V", "111978-V"]
подбегать_VERB	["111594-V", "111978-V"]
подбежать_VERB	["111594-V", "111978-V"]
подлететь_VERB	["111594-V", "111978-V"]
подлетать_VERB	["111594-V", "111978-V"]
приливать_VERB	["111329-V"]
прилить_VERB	["111329-V"]
притекать_VERB	["111329-V"]
приливать_VERB	["111594-V", "111978-V"]
прилить_VERB	["111594-V", "111978-V"]
притекать_VERB	["111594-V", "111978-V"]
подбираться_VERB	["111594-V", "111978-V"]
подбираться::близко_VERB	["111594-V", "111978-V"]
подобраться::близко_VERB	["111594-V", "111978-V"]
подобраться_VERB	["111594-V", "111978-V"]
откатить::в::сторону_VERB	["108870-V", "111597-V"]
откатить_VERB	["108870-V", "111597-V"]
откатывать_VERB	["108870-V", "111597-V"]
оттаскивать_VERB	["108870-V", "111597-V"]
оттягивать_VERB	["108870-V", "111597-V"]
оттащить_VERB	["108870-V", "111597-V"]
оттянуть_VERB	["108870-V", "111597-V"]
отпихнуть_VERB	["108870-V", "111597-V"]
отпихивать_VERB	["108870-V", "111597-V"]
отталкивать_VERB	["108870-V", "111597-V"]
оттолкнуть_VERB	["108870-V", "111597-V"]
отставлять::в::сторону_VERB	["118420-V", "112696-V"]
отставить_VERB	["118420-V", "112696-V"]
поставить::в::сторону_VERB	["118420-V", "112696-V"]
отставить::в::сторону_VERB	["118420-V", "112696-V"]
отставлять_VERB	["118420-V", "112696-V"]
отставлять::в::сторону_VERB	["108870-V", "111597-V"]
отставить_VERB	["108870-V", "111597-V"]
поставить::в::сторону_VERB	["108870-V", "111597-V"]
отставить::в::сторону_VERB	["108870-V", "111597-V"]
отставлять_VERB	["108870-V", "111597-V"]
отодвигать_VERB	["106631-V", "121004-V"]
отодвинуть_VERB	["106631-V", "121004-V"]
отодвигать_VERB	["115969-V", "108870-V", "106938-V", "111597-V"]
отодвинуть_VERB	["115969-V", "108870-V", "106938-V", "111597-V"]
перестроить_VERB	["106631-V", "106473-V"]
перестроить::строй_VERB	["106631-V", "106473-V"]
перестраивать_VERB	["106631-V", "106473-V"]
перестроить_VERB	["120297-V", "112696-V"]
перестроить::строй_VERB	["120297-V", "112696-V"]
перестраивать_VERB	["120297-V", "112696-V"]
сбрызнуть_VERB	["114638-V", "114637-V"]
сбрызгивать_VERB	["114638-V", "114637-V"]
сбрызнуть_VERB	["110779-V", "110780-V"]
сбрызгивать_VERB	["110779-V", "110780-V"]
окропить_VERB	["110779-V", "110780-V"]
окроплять_VERB	["110779-V", "110780-V"]
кропить_VERB	["110779-V", "110780-V"]
перекликаться_VERB	["137784-V", "112933-V"]
перекликнуться_VERB	["137784-V", "112933-V"]
перекликаться_VERB	["107104-V", "107093-V"]
перекликнуться_VERB	["107104-V", "107093-V"]
обмениваться::информацией_VERB	["137784-V", "112933-V"]
обменяться::данными_VERB	["137784-V", "112933-V"]
обмениваться::данными_VERB	["137784-V", "112933-V"]
обменяться::информацией_VERB	["137784-V", "112933-V"]
обмениваться::информацией_VERB	["106542-V", "119127-V", "1885-V"]
обменяться::данными_VERB	["106542-V", "119127-V", "1885-V"]
обмениваться::данными_VERB	["106542-V", "119127-V", "1885-V"]
обменяться::информацией_VERB	["106542-V", "119127-V", "1885-V"]
обмениваться::информацией_VERB	["149234-V", "114304-V"]
обменяться::данными_VERB	["149234-V", "114304-V"]
обмениваться::данными_VERB	["149234-V", "114304-V"]
обменяться::информацией_VERB	["149234-V", "114304-V"]
инсценировать_VERB	["115900-V", "113119-V"]
инсценироваться_VERB	["115900-V", "113119-V"]
инсценировать_VERB	["107002-V", "110447-V"]
инсценироваться_VERB	["107002-V", "110447-V"]
лукавить_VERB	["115900-V", "120570-V", "113119-V", "106504-V", "107318-V"]
слукавить_VERB	["115900-V", "120570-V", "113119-V", "106504-V", "107318-V"]
выгребать_VERB	["115594-V", "110916-V", "110910-V"]
выгрести_VERB	["115594-V", "110916-V", "110910-V"]
выбирать_VERB	["115594-V", "110916-V", "110910-V"]
выбрать_VERB	["115594-V", "110916-V", "110910-V"]
надавливать_VERB	["115594-V", "110916-V", "110910-V"]
надавить_VERB	["115594-V", "110916-V", "110910-V"]
жать_VERB	["115594-V", "110916-V", "110910-V"]
дожать_VERB	["115594-V", "110916-V", "110910-V"]
выжимать_VERB	["115594-V", "110916-V", "110910-V"]
выжать_VERB	["115594-V", "110916-V", "110910-V"]
выдавить_VERB	["115594-V", "110916-V", "110910-V"]
выдавливать_VERB	["115594-V", "110916-V", "110910-V"]
вымолотить_VERB	["115594-V", "110916-V", "110910-V"]
обмолачивать_VERB	["115594-V", "110916-V", "110910-V"]
вымолачивать_VERB	["115594-V", "110916-V", "110910-V"]
обмолотить_VERB	["115594-V", "110916-V", "110910-V"]
намолачивать_VERB	["115594-V", "110916-V", "110910-V"]
намолотить_VERB	["115594-V", "110916-V", "110910-V"]
молотить_VERB	["115594-V", "110916-V", "110910-V"]
вымолотить_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
обмолачивать_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
вымолачивать_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
обмолотить_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
намолачивать_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
намолотить_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
молотить_VERB	["331-V", "4996-V", "106501-V", "120231-V"]
зачерпнуть_VERB	["115594-V", "110916-V", "110910-V"]
черпать_VERB	["115594-V", "110916-V", "110910-V"]
начерпывать_VERB	["115594-V", "110916-V", "110910-V"]
начерпать_VERB	["115594-V", "110916-V", "110910-V"]
зачерпывать_VERB	["115594-V", "110916-V", "110910-V"]
черпнуть_VERB	["115594-V", "110916-V", "110910-V"]
тащить_VERB	["115594-V", "110916-V", "110910-V"]
таскать_VERB	["115594-V", "110916-V", "110910-V"]
потащить_VERB	["115594-V", "110916-V", "110910-V"]
вытащить_VERB	["115594-V", "110916-V", "110910-V"]
выдернуть_VERB	["115594-V", "110916-V", "110910-V"]
выдергивать_VERB	["115594-V", "110916-V", "110910-V"]
выдергать_VERB	["115594-V", "110916-V", "110910-V"]
усмирить_VERB	["106817-V", "123532-V"]
усмирять_VERB	["106817-V", "123532-V"]
присмирять_VERB	["106817-V", "123532-V"]
присмирить_VERB	["106817-V", "123532-V"]
смирить_VERB	["106817-V", "123532-V"]
приструнивать_VERB	["130934-V", "107121-V", "107190-V", "106809-V"]
приструнить_VERB	["130934-V", "107121-V", "107190-V", "106809-V"]
приструнивать_VERB	["106817-V", "123532-V"]
приструнить_VERB	["106817-V", "123532-V"]
надеть::узду_VERB	["106817-V", "123532-V"]
укротить_VERB	["106817-V", "123532-V"]
обуздывать_VERB	["106817-V", "123532-V"]
